구간번호,관리청,도로분류,대표지역,도로(노선)명,총길이(km),기점 위도(WGS84(4326)),기점 경도(WGS84(4326)),종점 위도(WGS84(4326)),종점 경도(WGS84(4326)),정북기준 도로방향 각도(x1),정북기준 도로방향 각도(y1),정북기준 도로방향 각도(기점 기준십진수 방위각)
50000-4,제주특별자치도(본청),지방도,제주특별자치도 서귀포시,516도로(지방도1131호),0.5,33.378931,126.623397,33.376543,126.625756,-0.002359,0.002388,134.6499775
50000-5,제주특별자치도(본청),지방도,제주특별자치도 서귀포시,516도로(지방도1131호),1,33.3662,126.62523,33.359314,126.622702,0.002528,0.006886,69.84071842
44770-4,충청남도(서천군),군도,충청남도 서천군,군도1호,1.3,36.1443307,126.6273395,36.15268535,126.6221026,0.005236874,-0.008354651,302.0803661
45790-10,전라북도(고창군),지방도,전북특별자치도 고창군,지734호,1,35.4614713,126.6280312,35.50447886,126.6464764,-0.018445164,-0.043007564,246.786385
60300-35,국토관리청(대전청),일반국도,충청남도 보령시,36호선,2,36.375149,126.628687,36.38189,126.646294,-0.017607,-0.006741,200.9497988
41570-1,경기도(김포시),지방도,경기도 김포시,봉수대로,0.5,37.63264065,126.6287318,37.62147914,126.6322145,-0.003482682,0.011161509,107.3292858
41570-1,경기도(김포시),지방도,경기도 김포시,봉수대로,0.5,37.632724,126.6288,37.623368,126.632951,-0.004151,0.009356,113.9255452
28260-12,인천광역시(서구),구도,인천광역시 서구,원당대로,0.24,37.59449534,126.62887,37.59374846,126.6291368,-0.000266776,0.000746878,109.6561331
60400-5,국토관리청(익산청),일반국도,전라남도 영암군,2호선,7,34.700617,126.6292,34.69914,126.703022,-0.073822,0.001477,178.8538027
60300-51,국토관리청(대전청),위임국도,충청남도 보령시,40,3,36.338576,126.629201,36.328922,126.65148,,,
44180-1,충청남도(보령시),시도,충청남도 보령시,시도21호선,10.4,36.19678323,126.6307028,36.23830066,126.691803,-0.061100184,-0.041517433,214.1960164
60300-32,국토관리청(대전청),일반국도,충청남도 홍성군,29호선,8.63,36.585246,126.630857,36.554318,126.730454,-0.099597,0.030928,162.7487883
28177-3,인천광역시(미추홀구),시도,인천광역시 미추홀구,아암대로,0.5,37.45050393,126.6310673,37.44155654,126.6329716,-0.001904221,0.008947382,102.0146797
46820-1,전라남도(해남군),지방도,전라남도 해남군,지방도827호,5,34.50094507,126.6313221,34.50168811,126.6288441,0.002477975,-0.000743047,343.3080889
28177-1,인천광역시(미추홀구),시도,인천광역시 미추홀구,아암대로,0.5,37.44863949,126.6313675,37.44431059,126.6322807,-0.000913185,0.004328902,101.9119468
44180-1,충청남도(보령시),시도,충청남도 보령시,시도5호선,16.5,36.2000486,126.6336816,36.23701264,126.7240348,-0.090353189,-0.036964038,202.2497679
44270-1,충청남도(당진시),지방도,충청남도 당진시,국도32호,0.5,36.90131558,126.634571,36.89837228,126.6281418,0.006429253,0.002943298,24.59820157
41570-14,경기도(김포시),일반국도,경기도 김포시,하성로,0.7,37.7554,126.6349,37.7603,126.6371,-0.0022,-0.0049,245.8208929
44000-1,충청남도(본청),위임국도,충청남도 보령시,40호선,2.4,36.34035774,126.6353384,36.328922,126.65148,-0.016141569,0.011435742,144.6837513
28260-34,인천광역시(서구),구도,인천광역시 서구,봉화로223번길,0.5,37.61315682,126.6374743,37.61457677,126.6318772,0.005597098,-0.001419952,345.7647125
70100-95,한국도로공사(한국도로공사),고속국도,충청남도 서천군,15호선,2,36.11683059,126.6392255,36.13147423,126.6262641,0.012961468,-0.014643636,311.5128878
28140-2,인천광역시(동구),시도,인천광역시 동구,광3-2호선,0.35,37.48119225,126.6400281,37.4809653,126.6445187,-0.004490659,0.000226951,177.1068182
44000-1,충청남도(본청),위임국도,충청남도 예산군,40호선,1,36.671218,126.641479,36.664537,126.634447,0.007032,0.006681,43.5337688
60300-54,국토관리청(대전청),위임국도,충청남도 예산군,40,1,36.671218,126.641479,36.664537,126.634447,,,
46820-1,전라남도(해남군),구국도,전라남도 해남군,구국도 18호,3,34.56728893,126.641573,34.5705658,126.6159447,0.025628349,-0.003276864,352.713644
44270-1,충청남도(당진시),지방도,충청남도 당진시,지방도 609호,0.5,36.86802824,126.6462198,36.86134855,126.6500988,-0.003879002,0.006679689,120.1444229
28185-2,인천광역시(연수구),시도,인천광역시 연수구,비류대로,0.5,37.431016,126.646251,37.431338,126.641378,0.004873,-0.000322,356.219483
45790-8,전라북도(고창군),지방도,전북특별자치도 고창군,지893호,1.7,35.35070451,126.6465447,35.3385275,126.6549838,-0.008439095,0.012177007,124.723321
45130-8,전라북도(군산시),시도,전북특별자치도 군산시,옥구저수지로,2,35.92660394,126.6469697,35.94171271,126.6546456,-0.007675961,-0.015108776,243.0673125
70100-73,한국도로공사(한국도로공사),고속국도,충청남도 당진시,30호선,1,36.8237272,126.6472466,36.81626195,126.6534305,-0.006183845,0.00746525,129.6366751
28260-14,인천광역시(서구),광역시도,인천광역시 서구,중봉대로(신북항고가교),0.55,37.50124287,126.6482419,37.49692306,126.6480205,0.000221445,0.004319803,87.06542589
28260-11,인천광역시(서구),광역시도,인천광역시 서구,중봉대로,0.5,37.50118615,126.6482559,37.49693297,126.6480945,0.00016141,0.004253174,87.82664114
28185-1,인천광역시(연수구),구도,인천광역시 연수구,인권로,0.48,37.418036,126.650715,37.419376,126.653415,-0.0027,-0.00134,206.3950345
70208-1,민자고속도로(인천대교(주)),고속국도,인천광역시 미추홀구,110호선,0.47,37.437248,126.65169,37.435908,126.646801,0.004889,0.00134,15.3274831
46820-1,전라남도(해남군),국지도,전라남도 해남군,국지도55호,4,34.44185407,126.6519118,34.45983207,126.66831,-0.016398177,-0.017978003,227.6312912
28260-28,인천광역시(서구),구도,인천광역시 서구,도요지로,0.11,37.55869614,126.6562976,37.5584509,126.656894,-0.0005964,0.00024524,157.6474593
44270-1,충청남도(당진시),지방도,충청남도 당진시,지방도 609호,0.5,36.84419683,126.656411,36.83975388,126.6554932,0.00091783,0.00444295,78.32796168
28260-31,인천광역시(서구),구도,인천광역시 서구,검단로487번길,1,37.60692511,126.6607026,37.60256725,126.6584136,0.002288997,0.004357856,62.28895825
28260-29,인천광역시(서구),광역시도,인천광역시 서구,봉수대로(왕길고가교),1.8,37.5806537,126.6624563,37.58563412,126.6613099,0.001146447,-0.004980413,282.9631628
41570-11,경기도(김포시),시도,경기도 김포시,김포한강로,0.6,37.66748084,126.6629123,37.66722929,126.6611806,0.001731697,0.000251547,8.264987903
28185-5,인천광역시(연수구),시도,인천광역시 연수구,미추홀대로,0.5,37.412569,126.663125,37.404686,126.657829,0.005296,0.007883,56.10578962
28260-32,인천광역시(서구),구도,인천광역시 서구,가현로,0.54,37.60430722,126.6636372,37.61153248,126.6634867,0.000150522,-0.007225254,271.1934596
28260-22,인천광역시(서구),구도,인천광역시 서구,율도로,0.05,37.51026436,126.6636515,37.51366634,126.6638041,-0.000152579,-0.003401976,267.4320051
28260-20,인천광역시(서구),구도,인천광역시 서구,율도로,0.15,37.51389348,126.6638199,37.51435638,126.6638364,-1.64813E-05,-0.000462899,267.9608702
28260-33,인천광역시(서구),구도,인천광역시 서구,검단로540번길,0.15,37.59975451,126.6654279,37.60056333,126.6667485,-0.001320612,-0.000808825,211.4858951
28177-1,인천광역시(미추홀구),시도,인천광역시 미추홀구,숙골로,0.4,37.46771079,126.6656206,37.46525883,126.6680222,-0.00240154,0.002451953,134.4048882
28177-2,인천광역시(미추홀구),시도,인천광역시 미추홀구,숙골로,0.5,37.46787597,126.6656671,37.46495738,126.6683351,-0.002667966,0.002918591,132.4313135
60300-31,국토관리청(대전청),일반국도,충청남도 홍성군,21호선,1,36.574192,126.667581,36.572973,126.65664,0.010941,0.001219,6.357434276
28260-21,인천광역시(서구),구도,인천광역시 서구,염곡로,0.1,37.50774603,126.6683811,37.50766461,126.6703569,-0.001975781,8.14253E-05,177.6400782
41570-25,경기도(김포시),시도,경기도 김포시,시도,0.6,37.66624783,126.6699356,37.66539276,126.6668509,0.003084724,0.000855062,15.49297269
28260-13,인천광역시(서구),구도,인천광역시 서구,완정로,0.16,37.59621219,126.670794,37.59745053,126.6741029,-0.003308963,-0.001238348,200.5178891
28260-3,인천광역시(서구),광역시도,인천광역시 서구,석남제2고가차도,0.42,37.49914043,126.6725583,37.49840759,126.678035,-0.005476706,0.000732833,172.37858
28185-6,인천광역시(연수구),구도,인천광역시 연수구,먼우금로,0.5,37.402799,126.673235,37.403103,126.667329,0.005906,-0.000304,357.0534103
28260-2,인천광역시(서구),광역시도,인천광역시 서구,석남제1고가도로,0.43,37.50633002,126.673671,37.50618696,126.6780672,-0.004396243,0.000143053,178.1362618
28260-1,인천광역시(서구),광역시도,인천광역시 서구,백석대교,0.83,37.50628206,126.6737349,37.50612048,126.678249,-0.004514072,0.000161576,177.9500332
28260-19,인천광역시(서구),구도,인천광역시 서구,서달로,0.05,37.50070828,126.6761724,37.50063914,126.6780247,-0.001852299,6.9142E-05,177.8622758
28260-10,인천광역시(서구),구도,인천광역시 서구,천마로,0.18,37.5292302,126.6763446,37.52932323,126.6776813,-0.001336626,-9.30244E-05,183.9811642
28260-23,인천광역시(서구),광역시도,인천광역시 서구,서곶로(시천교),0.89,37.56747864,126.6765298,37.57276916,126.6764991,3.07137E-05,-0.005290518,270.3326222
28260-17,인천광역시(서구),구도,인천광역시 서구,서달로,0.1,37.50970425,126.6767323,37.5096332,126.6785151,-0.001782775,7.1046E-05,177.7178921
28260-16,인천광역시(서구),구도,인천광역시 서구,서달로,0.05,37.51091696,126.6767953,37.51083573,126.6785991,-0.001803732,8.12311E-05,177.4214253
28260-15,인천광역시(서구),구도,인천광역시 서구,서달로,0.05,37.51206678,126.6768629,37.51199059,126.6786873,-0.001824423,7.61861E-05,177.6087736
28260-9,인천광역시(서구),구도,인천광역시 서구,서달로,0.1,37.51466114,126.6770219,37.51463271,126.6781713,-0.001149488,2.84377E-05,178.5828253
70100-109,한국도로공사(한국도로공사),고속국도,전라남도 나주시,12호선,1,35.09472498,126.67751,35.0984857,126.6874541,-0.009944119,-0.003760726,200.7159133
28260-8,인천광역시(서구),구도,인천광역시 서구,서달로,0.05,37.51608395,126.6777022,37.51749713,126.6783702,-0.000668037,-0.001413179,244.6989893
28260-6,인천광역시(서구),구도,인천광역시 서구,서달로,0.07,37.51777007,126.6778572,37.51786371,126.6808103,-0.002953071,-9.36403E-05,181.8162095
28260-7,인천광역시(서구),구도,인천광역시 서구,서달로,0.1,37.51775299,126.6778856,37.51708323,126.6794643,-0.001578711,0.000669755,157.0113125
28260-18,인천광역시(서구),구도,인천광역시 서구,서달로,0.06,37.50452462,126.6783963,37.50827724,126.6785984,-0.000202089,-0.003752628,266.9174423
60100-33,국토관리청(서울청),일반국도,경기도 파주시,77호선,3,37.791049,126.67977,37.765619,126.686124,-0.006354,0.02543,104.0288213
28260-26,인천광역시(서구),구도,인천광역시 서구,검암로,0.21,37.56585803,126.6805032,37.5643311,126.6807716,-0.000268414,0.001526932,99.96994682
28260-5,인천광역시(서구),광역시도,인천광역시 서구,서곶로,0.3,37.52035307,126.6809022,37.51916321,126.6822208,-0.001318612,0.001189858,137.9383003
28260-25,인천광역시(서구),구도,인천광역시 서구,승학로,0.31,37.56659128,126.6830157,37.56532702,126.6843116,-0.001295834,0.001264263,135.7065304
28260-27,인천광역시(서구),구도,인천광역시 서구,검암로,0.5,37.56907668,126.6837785,37.56375434,126.6837967,-1.82028E-05,0.005322339,90.19595483
44270-1,충청남도(당진시),지방도,충청남도 당진시,지방도 615호,1,36.85696436,126.686157,36.85610162,126.6944844,-0.008327414,0.000862742,174.0851078
45130-3,전라북도(군산시),일반국도,전북특별자치도 군산시,해망로,1.2,35.98364641,126.6866625,35.97833089,126.6700078,0.016654681,0.005315522,17.70104599
41570-24,경기도(김포시),시도,경기도 김포시,시도,0.8,37.6515664,126.6885025,37.64769245,126.7047599,-0.016257462,0.003873947,166.5970867
28185-3,인천광역시(연수구),구도,인천광역시 연수구,원인재로,0.37,37.417076,126.689234,37.422114,126.686215,0.003019,-0.005038,300.9319692
28185-4,인천광역시(연수구),시도,인천광역시 연수구,함박뫼로,0.24,37.420518,126.689305,37.422069,126.685226,0.004079,-0.001551,339.1811813
28177-1,인천광역시(미추홀구),시도,인천광역시 미추홀구,경원대로,0.3,37.46385517,126.6898108,37.46731708,126.6903563,-0.000545436,-0.003461906,261.0464469
28177-1,인천광역시(미추홀구),시도,인천광역시 미추홀구,경원대로,0.4,37.46428172,126.690067,37.46814965,126.6905925,-0.000525452,-0.003867929,262.2638213
28260-4,인천광역시(서구),광역시도,인천광역시 서구,검단로,0.3,37.61877438,126.6901679,37.61938282,126.6947773,-0.004609396,-0.000608438,187.5195472
29200-4,광주광역시(광산구),지방도,광주광역시 광산구,평림교,0.5,35.16764,126.690722,35.163351,126.689724,0.000998,0.004289,76.90103364
44770-2,충청남도(서천군),군도,충청남도 서천군,군도27,0.4,36.1254115,126.6947303,36.12793027,126.6956569,-0.000926629,-0.002518773,249.8019845
41570-10,경기도(김포시),시도,경기도 김포시,김포한강로,0.8,37.649157,126.697577,37.647472,126.704669,-0.007092,0.001685,166.6348107
41570-21,경기도(김포시),시도,경기도 김포시,시도,0.4,37.62236452,126.6976851,37.61944103,126.6956031,0.002081949,0.002923489,54.54361187
41570-7,경기도(김포시),시도,경기도 김포시,검단로,0.4,37.622308,126.697701,37.619425,126.695649,0.002052,0.002883,54.55831386
28260-30,인천광역시(서구),시도,인천광역시 서구,고산후로,0.2,37.59216497,126.699094,37.59002968,126.69804,0.001053972,0.002135289,63.72920197
70100-83,한국도로공사(한국도로공사),고속국도,전북특별자치도 부안군,15호선,2.67,35.62562706,126.6994944,35.64538151,126.7162124,-0.016718073,-0.019754446,229.7589558
46000-51,전라남도(도로관리사업소),국지도,전라남도 강진군,국지도55호선,0.3,34.492005,126.69954,34.489821,126.69806,0.00148,0.002184,55.87624688
70100-101,한국도로공사(한국도로공사),고속국도,전북특별자치도 고창군,253호선,1,35.38065826,126.7009709,35.37510643,126.7096413,-0.008670381,0.005551831,147.3676926
44770-3,충청남도(서천군),군도,충청남도 서천군,군도1호,0.1,36.16908167,126.7031595,36.16874789,126.7082743,-0.005114823,0.000333786,176.2662528
28200-7,인천광역시(남동구),위임국도,인천광역시 남동구,백범로,0.6,37.46758161,126.7047919,37.4660186,126.7102641,-0.005472253,0.001563014,164.0593196
45130-4,전라북도(군산시),시도,전북특별자치도 군산시,문화로,0.24,35.96976469,126.7057397,35.96979422,126.7106845,-0.004944834,-2.95347E-05,180.3422148
44770-1,충청남도(서천군),군도,충청남도 서천군,군도25호,0.8,36.05324961,126.7065379,36.04720131,126.7058196,0.000718353,0.006048298,83.22674195
